,tweet,existence,existence.confidence
4868,"Global warming an Olympic worry, says Rogge|VANCOUVER- Global warming is starting to worry the International .. http://oohja.com/x6EOK",1,1.0
4869,@metfan722 global warming has been highly overrated south of NYC this year which is EXTREMELY rare.,1,0.6497
4872,Anatomy of the collapse of the great gobal warming scandal #global warming http://is.gd/7TByc,0,1.0
4873,"Spring begins almost two weeks earlier due to global warming, say scientists|ANIMALS and plants in the UK are .. http://oohja.com/x6Eu7",1,0.6466
4874,"No time to put climate science on ice|The science of climate change has been on the defensive in recent weeks, .. http://oohja.com/x6EdW",1,0.349
4875,NOAA to provide info on global warming|The Obama administration Monday proposed a new National Oceanic and .. http://oohja.com/x6Ec3,1,0.6759999999999999
4876,Obama Creating New Climate Change Agency http://bit.ly/cBUyzB,1,0.6866
4877,"RT @DougBenson Dear Stupid People Who Think These Winter Storms Means There's No Such Thing As Global Warming, You're stupid. Love, Shut up",0,0.6795
4878,"Report: Exxon Still Orchestrating Campaign to ""Undermine Public Acceptance of Global Warming"" http://bit.ly/ceX6Hi via @treehugger",1,1.0
4879,Climate change for scaredy-cat tea partyers should be framed as: more extreme weather events need passive survivability http://bit.ly/cCUrkq,1,1.0
4881,Revenue-neutral': The last hope for climate change legislation? http://url4.eu/1La5B,1,0.6521
4882,Revenue-neutral': The last hope for climate change legislation? http://url4.eu/1La54,1,0.7006
4883,Revenue-neutral': The last hope for climate change legislation? http://bit.ly/9PsIMG,1,0.6435
4884,Revenue-neutral': The last hope for climate change legislation? http://bit.ly/9PsIMG,1,1.0
4886,;O  Is the US doing enough to stop global warming? presumption,1,0.6718
4887,The DC storms *prove* global warming is just a liberal plot to raise taxes. Snow is not warm...duh. (proves it!),0,1.0
4888,There is No Man Made Climate Crisis (Global Warming is a Hoax)  environmentalists ;P,0,1.0
4890,"Strange how the more Obama tries to kick start Congress, the more it snows. Maybe bipartisanship IS the cure for global warming...",0,1.0
4891,Water at core of climate change impacts http://uk.reuters.com/article/idUKTRE61615G20100207 ^AB,1,0.6522
4892,"nitwit-in-chief forms gov't global warming agency, announced today but few media able to report as follows blizzard.  http://stk.ly/ccGuOc",1,0.3596
4893,The Chilling Effect | cooling heated rhetoric on global warming ...: Energy and Environment: Around the Interwebs.... http://bit.ly/c14ZE3,1,1.0
4895,#Green Peoples World Climate Change+Earth's Rights Conf.19Apr'10 http://su.pr/1HSMF8 SouthAm Response to Copenhagen  #America #brooklyn #NYC,1,0.7224
4896,"Get the Facts About Global Warming, So That You Can Make an ... news today",1,0.6467
4897,The people put on TV to explain climate change should know how to explain it. #justsayin,0,0.6933
4898,U.S. Fish and Wildlife Service Says Pika Not Imperiled by Climate Change: The Obama administration has determined... http://nyti.ms/90PDbb,1,0.78
4899,U.S. Fish and Wildlife Service Says Pika Not Imperiled by Climate Change http://nyti.ms/c6fTQ6,1,0.6628
4901,:O fishery managers New Federal Climate Change Agency Forming,1,1.0
4902,RT @EcoInteractive: Global Warming May Warrant New Approaches To Ecosystem Restoration http://bit.ly/WarmingApproaches,1,1.0
4905,I really think that conservatives DO get the global climate change thing. It's just that they'll never admit that they're wrong. Assholes.,1,1.0
4907,"@DavidCornDC That's why ""Global warming"" is another one of those phrases that should be eliminated. Purposely used to mislead now.",0,0.7726
4909,RT @HuffPostGreen: hey! wow!  New Federal Climate Change Agency Announced http://bit.ly/aybO8Z,1,1.0
4910,RT @HuffPostGreen: hey! wow!  New Federal Climate Change Agency Announced http://bit.ly/aybO8Z,1,0.6472
4912,SEC Guidance on #climate change posted to CCCL Regulation Tracker http://bit.ly/aZKkdL,1,0.643
4913,RT @guardianeco: From @grist: Tea Party supporters far less informed about climate change than general public http://bit.ly/cMovqD,1,1.0
4914,Kim Cranston: Climate Change Plus West Coast = Climatopia? http://bit.ly/9Y4jaI,1,0.6591
4915,hey! wow!  New Federal Climate Change Agency Announced http://bit.ly/aybO8Z,1,0.6655
4916,"There might be something to this ""global warming"" jazz people are talking about @allesegretti",1,0.6504
4917,peter m robinson YouTube - Thomas Sowell: Global Warming Manufactured by Intellectuals? ;),0,0.6818
4920,Disclosing the real risks of climate change http://ff.im/-fBj8k,1,1.0
4921,"RT @BreakingNews: Obama administration forms Climate Service, a new  agency to study and report on global warming -AP",1,0.6563
4922,"RT @BreakingNews: Obama administration forms Climate Service, a new agency to study and report on global warming || Waste more $$$ Obama.",0,0.6838
4923,@sugarfreeNJ Call Al Gore he will come help shovel u out from global warming,0,0.6723
4925,#Green SouthAm Response to Copenhagen:Peoples World Conf.Climate Change+Earth's Rights 19Apr'10 http://su.pr/1HSMF8 #America #brooklyn #NYC,1,0.6402
4927,Any chance of some global warming?,0,0.3529
4928,I favorited a YouTube video -- Funny Politics - Global Disastrification (Global Warming Spoof) http://youtu.be/tUZRjHK8rQs?a,0,0.6774
4929,I love how the scientific community claims to know all by knowing nothing. Global warming and this autism vaccine garbage is more of this,0,0.6786
4930,What would all the beneficiaries of the global warming hype do if they find out that humans have little to do with the Earth's temp? #tcot,0,1.0
4931,Scientist's Sexxxy Novel Proves 'Climate Change' Is for Sex Pervs [Books] http://bit.ly/9AODlg,0,0.6832
4932,RT @UN: UN defends conclusions of landmark climate change report: http://is.gd/7WkIo #UN #news,1,1.0
4934,"OSI ""leads the way"" in addressing poverty, open society, & climate change - Thanks @Slate! http://bit.ly/cBZlku",1,0.6781
4935,"Protein might help fight global warming|DENTON, Texas, Feb. 8 (UPI) -- University of North Texas scientists say .. http://oohja.com/x6CYD",1,1.0
4936,Yachtsmen's marine paradise hit by global warming|The yachtsman's wildlife ocean paradise of the Galapagos .. http://oohja.com/x6CPN,1,0.6549
4937,Arctic climate changing fast: Climate change is transforming the Arctic environment faster than expected and accel... http://bit.ly/ckRjPW,1,1.0
4938,"George Perkins: Clean Energy Jobs Act vital to reduce global warming, create jobs, cut pollution|Dear Editor: I .. http://oohja.com/x6CG5",1,1.0
4940,http://bit.ly/10NrOO Climate Change Media Partnership 2009 ' Green energy strategy to ... http://bit.ly/9Yl9Az,1,0.6653
4941,Economic and Social Consequences of Global Warming  health hazards ;O,1,1.0
4942,"After blizzard, Mid-Atlantic states targeted for several more inches of global warming. http://usat.me?37459708 #tcot #teaparty #gop",1,0.5062
4945,"Climate Change is Forcing Arctic Changes Faster than Expected: To be more specific, it causing changes in the Arct... http://bit.ly/99EpGQ",1,1.0
4946,Bad Science Bad Politics http://bit.ly/ackZ8J The Death o Global Warming,0,1.0
4948,Looks like Audi is co-signing this Global Warming conspiracy... http://myloc.me/3BsUP,0,1.0
4949,"Audi's ""green police"" spot just scared the more paranoid, global-warming-isn't-real people of America.",1,0.6738
4950,Addressing Global Warming: Retrain Coal Workers for Green Jobs http://bit.ly/bLcqDu,1,1.0
4951,Brits start to doubt global warming: http://bit.ly/cEMysp via @addthis,0,0.6748
4952,David Gershon: Empowering a Climate Change Movement -- Part 3: Instead of Cursing the Dark Light a Candle http://bit.ly/duIycM,1,1.0
4953,RT @yidwithlid: The IPCC's Latest Climate Change Blunder...To Boldly Go Where No Stupidity Has Gone Before. http://tinyurl.com/yhsp6tv #climategate  #nobama,0,1.0
4954,RT @Lib_Berated: EPA can't finish their report on Global Warming because it was there is too much snow to go to work.,0,0.6808
4955,"RT @DefendGlenn: ""SCAM, SCAM, SCAM!"" EU Parliament Member Rips global Warming Hysteria http://is.gd/7Mkw4 #tcot #p2 #gop #teaparty",0,1.0
4956,Addressing Global Warming: Retrain Coal Workers for Green Jobs http://bit.ly/c9fUuL,1,0.7032
4957,Mary Ellen Harte and John Harte: Addressing Global Warming: Retrain Coal Workers for Green Jobs http://bit.ly/chotVm,1,1.0
4958,Mary Ellen Harte and John Harte: Addressing Global Warming: Retrain Coal Workers for Green Jobs: When Congress cre... http://bit.ly/cmw6eM,1,0.6608
4959,"@jbg7474 Further, it's not 2 scientists disagreeing. The *vast* majority of scientists accepts the reality of climate change.",1,1.0
4960,Australian drought linked to climate change; more snow in E Antarctica = less rain in Oz http://bit.ly/coZ3qJ #350ppm #climate,1,1.0
4962,Monroerising.com: Washington DC has record winter: RFK 15 Months ago predicted because of Global Warming there wil... http://bit.ly/9KgtMi,1,0.4925
4963,Public loses faith in climate change science after leaked emails scandal - The Guardian: Times OnlinePublic loses ... http://bit.ly/bpz0Rj,0,0.6623
4964,MORE SNOW- WEDNESDAY- get your global warming- get it now!,1,0.6413
4965,It May Not Be Global Warming but ... @ http://aclnk.com/ar2633313,1,0.6935
4966,"RFK, Jr. 15 months ago: Global warming means no snow or cold in DC | Washington Examiner: http://bit.ly/76Gtnu via @addthis",0,0.691
4968,Olympics organisers desperate for climate change http://bit.ly/a295w8,1,0.3448
4970,"@jbg7474 The ""global warming movement"" doesn't require ""credibility""; it's based on science. Denials are not, and lack same weight. #p2",1,1.0
4972,Olympics organisers desperate for climate change http://url4.eu/1KvGL,1,0.6333
4973,Olympics organisers desperate for climate change http://bit.ly/bfn2bA,1,0.6624
4974,Olympics organisers desperate for climate change http://bit.ly/bfn2bA,1,0.6942
4976,California's global-warming law Under Attack http://54i05.tk,1,1.0
4977,The great global warming collapse ' The Globe and Mail http://ff.im/-fyi0U,1,0.6519
4978,It Seems The Global Warming Hoax Is Starting To Sink In.  What Will Th,0,1.0
4979,"global warming prolly real in New York, but big scam in DC",0,0.6482
4980,"Bahuguna says country will face problems due to global warming|Pune, Feb 7 : Eminent social worker Sundarlal .. http://oohja.com/x6zS5",1,1.0
4981,"I'm sick of hearing global warming crap, it's a natural thing! if we didn't exist it'd happen anyway!",0,1.0
4982,"The global warming movement as we have known it is dead,' : http://theridgewoodblog.blogspot.com/",0,1.0
4983,:P http://bit.ly/bgxiU6 stop global warming The great global warming collapse,1,0.6397
4986,Global warming phenomenon -Climate plays a far more important role in economic development:Vohra http://bit.ly/a3ZFHs,1,1.0
4987,"In Part Of Our Contribution To Reduce Global Warming, Shall We Ban The http://bit.ly/c9P8qU",1,1.0
4988,"RT @earthinstitute: State of the Planet 2010 Conference: Connecting Voices Globally to Meet the Challenges of Climate Change, Poverty... http://bit.ly/cYM4gC",1,0.7798
4990,RT @alancolmes: Utah State Rep: Climate Change Is Conpiracy To Control Populaton http://bit.ly/aLu2oC,0,0.6293
4992,California's global-warming law Under Attack: Republican politicians and conservative activists are launching a ba... http://bit.ly/bmiGzP,1,0.5382
4994,How's that Global Warming treating you? Anyone seen Al Gore? photo shows  record-breaking snow in Maryland  http://bit.ly/9HvBld,0,0.8023
4995,"Global warming is man-made, top UN official reaffirms: UNITED NATIONS, Jan 7 (APP): The great weight of science st... http://bit.ly/aENnqw",1,1.0
4996,Delusional Leftist Olympic Organisers desperate for climate change: http://bit.ly/b5oFoH #It's no surprise NBC outbid everyone for Olympics,0,0.6409999999999999
4997,RT @AmericaBlog: British Conservatives move away from climate change as election nears http://bit.ly/9UqN5F #p2,0,0.6736
4998,Horner challenges climate change data|Much of current global warming theory is based on distortions of scientific .. http://oohja.com/x6yJi,0,1.0
5000,Cochabama: Peoples World Conference on Climate Change and Mother Earth's Rights http://ow.ly/16w7Jz,1,1.0
5001,"Despite the sceptics, climate change must remain a priority: http://bit.ly/bGwsVu (via @EcoSteward)",1,1.0
5002,@peterdaou Who are the 'political elites'? Editors of the Times shilling for Bush on Iraqi WMD? Members of Congress denying climate change?,1,0.8443
5003,UN climate scientist defends report: 6 (UPI) ' A United Nations scientist struck back at climate change critics Sa... http://bit.ly/9iELfk,1,0.6642
5007,Global warming is suspended due to the cold weather...,0,0.8369
5008,Olympic Organizers desperate for climate change... http://bit.ly/acZSeo #breaking,1,0.6533
5009,"Varanasi holds fire ritual to prevent global warming|By Girish Dubey, Varanasi, Feb.6 : A large number of .. http://oohja.com/x6xrM",1,1.0
5010,"(""Censored News"") Cochabama: Peoples World Conference on Climate Change and Mother Earth's Rights http://ow.ly/16w7Jz",1,1.0
5011,"Is global warming a plot? Mm, nah|I just love conspiracy theories. And so, apparently, does Rep. Mike Noel. The .. http://oohja.com/x6xeX",0,0.6499
5012,"FOR ALL YOU LOSERS THAT INVESTED IN AL GORE'S GLOBAL WARMING SCAM, I THINK ITS TIME TO KICK HIS ASS AND GET YOUR MONEY BACK.",0,1.0
5014,Climate Change Impacts And Vulnerability In The Eastern Himalayas http://bit.ly/cDR9xJ,1,1.0
5015,"House of Peers -- By: Mark Steyn: As Jonah and I have written here previously, ""climate change"" is not only a scie... http://bit.ly/b0pzHR",1,0.5716
5017,RT @Ki6AMD RT @adamcurry: LOL - If Global Warming is Real Then Why is it Cold? http://ifglobalwarmingisrealthenwhyisitcold.blogspot.com/,0,1.0
5018,Top UN environment official defends conclusions of landmark climate change report: UN News Centre 6 February 201... http://bit.ly/9gTNcG,1,1.0
5019,Atmospheric carbon dioxide that is causing climate change is also negatively affecting the marine environment http://bit.ly/drW0Nu ^AB,1,1.0
5020,"For those who believe global warming is in progress, please bring your warming to my front yard. I can't see out over the snow drifts. #tcot",0,1.0
5021,@GurianPeck the GOP always finds a way to push its agenda. two crippling snowstorms in one month are in line with global CLIMATE CHANGE.,1,1.0
5022,Some Global Warming huh? You were all lied to by Al Gore... he duped you.,0,1.0
5023,I 2nd that RT @NYCAviation @BarackBorat: Can someone call the Al Gore and ask him for make turn the Global Warming back on?,0,1.0
5025,Utah State Rep: Climate Change Is Conpiracy To Control Populaton http://bit.ly/bR8MT6 #p2,0,1.0
5026,BREAKING NEWS: Global warming just made Hell a little hotter,0,0.63
5027,#FF just slightly belatedly @femmepatriot  staying warm today in the global warming? Freeeeeezin' here,0,0.6594
5028,Is climate change hiding the decline of maple syrup?: The burning of fossil fuels such as coal and oil releases ca... http://bit.ly/d5si4F,1,0.7973
5029,The great global warming collapse - http://is.gd/7PoXr - #TCOT #AGW,0,0.7133
5031,"""Climate change deal marks an 'essential beginning,' Ban says ' UN News Centre"" http://tinyurl.com/yj7tzzd",1,0.6376
5032,PAPER: The great global warming collapse... http://bit.ly/dx5ri6 #breaking,0,1.0
5033,RT @BarackBorat: Can someone call the Al Gore and ask him for make turn the Global Warming back on?,1,0.6986
5034,RT @ThinkProgress: Utah state representative claims climate change is a 'conspiracy' aimed at populat... http://bit.ly/chOhWn #p2 #du1 #dnj,0,0.5324
5035,pls RT: Tell Toyota COO to put the brakes on climate change and US CoC - Digg up this Q! http://ow.ly/14Bbn #climate #green,1,0.6695
5036,"@NAOMIHITME1 I don't understand that it only snowed in parts of Brooklyn & didn't even touch the BX, global warming man!",0,0.6726
5038,Climate Change Impacts And Vulnerability In The Eastern Himalayas http://bit.ly/cDR9xJ IndigPplsRsrcs,1,1.0
5039,"RT @astrosteve ""Well, Lisa, looks like I'll be shoveling four feet of global warming tomorrow!"" - Homer Simpson",0,1.0
5040,"RT @astrosteve gaaaah.. on the radio: ""Well, this blizzard proves global warming is a fraud."" NO IT FUCKING DOESN'T.",1,0.6809999999999999
5041,"No snow at all here in northern NJ (near Newark) - must be a pocket of ""climate change"" :)",1,0.6689
5042,@BarackObama - dont tell me- global warming wi be a topic-ha ha!,0,0.6066
5043,Where's that global warming? Deep freeze here http://bit.ly/2wWWmQ,0,0.6749
5044,RT @newtgingrich: where is al gore to explain it snows this heavily as a sign global warming is imminent // WEATHER IS NOT CLIMATE #tcot #p2,0,0.6734
5045,According to @newtgingrich it's snowing so Al Gore must be fat or something. It's GLOBAL CLIMATE CHANGE. You might want to look that up.,1,1.0
5046,"RT @toddstarnes: Dear Mr. Gore, would you mind helping to shovel the 30 inches of global warming in DC?",0,0.6838
5047,"Dear Mr. Gore, would you mind helping to shovel the 30 inches of global warming in DC?",0,0.643
5049,"RT @TPM_dk Va. GOP Mocks Global Warming, Since, You Know, It's Snowing  http://digg.com/d31Hv3d?t",0,0.6602
5051,"@TheCortez Global Warming causes a change in all patterns of weather. Including warmth, snow and rain",1,1.0
5052,Great piece on the challenges of communicating climate change #energy #sustainability  http://jm.ly/VITRUR,1,0.6646
5053,"Kolkata's Green Mall aims to reverse global warming|By Ajitha Menon, Kolkata, Feb. 6 : Green is in, and a mall .. http://oohja.com/x6wd5",1,0.6756
5055,"Saving endangered species. Turtles due to hotels, poaching of eggs, accidental snaring in nets and global warming http://bit.ly/bPjxSF ^AB",1,0.6411
5056,"The great global warming collapse|As the science scandals keep coming, the air has gone out of the climate-change .. http://oohja.com/x6w5B",0,0.6606
5057,Links 2/6/10: Climate change causes wolverine decline across Canada BBC Physicist Discovers How to Teleport Energy... http://bit.ly/bqi1Bm,1,1.0
5058,"A green birthday gift: plant 10 trees for $10, in region strategically selected to offset global warming http://br.st/01Q",1,1.0
5059,#thankyouObama for continuing to push a climate change bill that has absolutely no credible scientific backing #tcot #p2,0,0.7079
5062,http://twitpic.com/11n727 - Jersey Shore Global Warming Alert #2,1,0.3522
5063,@kokomoko Global warming/climate change/unicorns are crazy things. Don't try to understand. Your betters will tell you the truth. Trust 'em.,0,0.6674
5064,"Yo, just a note from the great Jersey Shore, we're gettin' a good heap of Global warming at a 1/2 inch an hour. Thanks Al!",0,0.6228
5066,@Rochdalian  Maybe it's an ironic by-product of global warming. (The new Southern Snow-Belt),1,1.0
5067,@thatsright_95 http://twitpic.com/11n0ql - oh wow! Global warming sure is in full force!,1,0.4761
5068,http://twitpic.com/11n0ql - Global warming alert: 1:50 a.m. EST.,1,0.7127
5069,@texasps Ma'am...I'm drunk bloggin' the global warming fiasco that is happening as we speak in my backyard. I LOVE SNOW! (climate change),0,0.3743
5070,"Free Reading !!! Climate Change loonies ' Standard Examiner Blogs: Still, the letters from tho... http://bit.ly/ca7Z8L mypsychicsonline.inf",0,0.6469
5071,BYU scientists refute Utah committee's global warming assertations|State lawmakers are finding themselves in an .. http://oohja.com/x6uQM,0,0.6509
5073,@oxchris the snow should be blamed on global warming.. I mean global cooling.. I mean.. Oh you know.. It's all bull anyway!,0,1.0
5074,"Snow? IN JANUARY??? I thought with global warming I was all set, but looks like I will have to go back to the double shorts setup.",0,0.6698
5075,SEC Recognizes Climate Change as Material Business Risk http://url4.eu/1KCv5,1,1.0
5077,SEC Recognizes Climate Change as Material Business Risk http://bit.ly/aXTBYB,1,0.6668
5078,SEC Recognizes Climate Change as Material Business Risk http://bit.ly/aXTBYB,1,1.0
5079,RT @Lib_Berated: EPA can't finish their report on Global Warming because it was there is too much snow to go to work.//ROFLMFAO!!,1,0.6978
5080,EPA can't finish their report on Global Warming because it was there is too much snow to go to work.,1,0.6231
5081,RT @wsmco: should tie a liberal global warming scum to front of every snowplow in dc. and drag morons who voted for them behind it.,0,1.0
5082,should tie a liberal global warming scum to front of every snowplow in dc. and drag morons who voted for them behind it.,0,1.0
5083,Climate Change: The Great Unraveling ..  http://americanperspective.org/climate-change-great-unraveling.html,0,0.6689
5084,Economics Must Align with Climate Change http://bit.ly/boCsqs #energy,1,1.0
5085,Global warming is killing Canadian wolverine http://bmpost.com/8751,1,1.0
5086,"@Token12ga That's just wrong! As I told @underdad, who lives in Hawaii, weatherboarding is a climate change offense! @onetokenblack",1,0.6722
5087,Is climate change hiding the decline of maple syrup? http://bit.ly/c8lMYl,1,0.6531
5088,gop still doesn't comprehend diff btw weather & climate: rt @GottaLaff VA GOP uses blizzard to lie about climate change http://bit.ly/9KCedz,1,1.0
5090,Arctic climate changing faster than expected  (Reuters): Reuters - Climate change is transforming the Arctic e... http://bit.ly/d8Sx0D,1,1.0
5091,global warming put off until July!,0,0.634
5092,"Check out the Most popular GPS Video: Educational Video on the Environment, Global Warming & Poverty - you watch it now http://bit.ly/6SExFi",1,0.6402
5094,Prince Charles On Climate Change: Global Warming Skeptics Are All Liars http://bit.ly/bHljEQ,1,0.6025
5097,Prince Charles On Climate Change: Global Warming Skeptics Are All Liars http://bit.ly/dmKIml,1,1.0
5098,The British public has become increasingly sceptical about #climate change (BBC) http://bit.ly/cWReJl via @Flipbooks #News,0,1.0
5099,global warming http://bit.ly/dxIaFb ;P Study Says Arctic Ice Melt to Cost Global Economy $2.4 Trillion,1,0.6858
5101,Important video to watch - Laurie Davids Green Guide to Stop Global Warming http://bit.ly/5xA0tB #globalwarning #green #eco #climatechange,1,1.0
5102,"""Climate Change Fraud - India forms new climate change body"" http://tinyurl.com/ybdeqkk",0,0.6682
5103,"RT @DefendGlenn: ""SCAM, SCAM, SCAM!"" EU Parliament Member Rips global Warming Hysteria http://is.gd/7Mkw4 #tcot #p2 #gop #teaparty",0,1.0
5105,"""SCAM, SCAM, SCAM!"" EU Parliament Member Rips global Warming Hysteria http://is.gd/7Mkw4 #tcot #p2 #gop #teaparty",0,1.0
5106,Deforestation can increase the global warming impacts on the earth http://tinyurl.com/yf2np2u,1,1.0
5107,gridlock Facts brushed over by global warming fanatics  :O,0,0.5288
5108,Wolverine No Match for Climate Change:  Forget polar bears or penguins.  The charismatic megafauna suffering most ... http://bit.ly/dn0Vbg,1,1.0
5109,"If climate aid won't be additional, harder to imagine a true global carbon deal. Warming becomes one more global development problem",1,0.6876
5110,Brilliant. RT @StephenAtHome I think we can all agree this Prius disaster proves once and for all that global warming doesn't exist,0,1.0
5111,RT @AllConcern: #enviroment: Traditional Indigenous Knowledge & Global Warming ' Stephen Leahy ... http://bit.ly/9b9Ofj,1,0.6723
5112,Global Warming Activist Freezes to Death in Antarctica http://tinyurl.com/gf3ud #tcot,0,0.6839
5113,I think we can all agree this Prius disaster proves once and for all that global warming doesn't exist /via @StephenAtHome,0,1.0
5114,@GregWHoward Another MSM driven scientific panic. Sounds a lot like global warming.,0,0.6518
5115,FRIDAY AFTERNOON IGNORANCE-OFF: Virginia GOP (snow means no global warming!) vs. Tea Party speaker (diversity is evil!) http://p-bu.mp/83l,1,0.6717
5118,New facility expected to clarify ecosystem responses to climate change|( DOE/Oak Ridge National Laboratory ) .. http://oohja.com/x6t0p,1,1.0
5119,"Certainty on the Science of Climate Change: 'A wait-and-see policy,' on climate change, observed Center for Americ... http://bit.ly/crQW9x",1,1.0
5120,Virginia GOP uses snow to mock climate change and attack cap-and-trade. http://www.youtube.com/watch?v=y5A2ahIn05M,0,0.6792
5121,Positive Proof of Global Warming! [PIC]  http://tweetphoto.com/10483335,1,1.0
5122,Positive Proof of Global Warming! [PIC]  http://tweetphoto.com/10483335,1,1.0
5125,Something must be done! Moderate Increase in Global Warming Will Wipe Out Many Species http://bit.ly/7pjHIG #wildlife #green #nature #eco,1,1.0
5127,Climate Change Expert Refutes Copenhagen 'Myths' and Defends Copenhagen Accord http://bit.ly/cJNCe3,1,0.6467
5128,"@AmanpourCNN China fucked with US in Climate Change, I say let them go to hell.",1,0.7267
5129,"Hey smartasses, GLOBAL warming, not ""insert your location which happens to be unseasonably cold for 2 seconds"" warming. Oh, meant dumbasses.",1,0.6574
5132,Laurence Tribe: climate change suits should be dismissed under political-question doctrine [Adler] http://is.gd/7KS5R,0,0.5214
5134,"Pachauri insists science behind global warming remains 'totally valid'|New Delhi, Feb 5: UN Inter-Governmental .. http://oohja.com/x6rHz",1,1.0
5135,"Pachauri insists science behind global warming remains 'totally valid'|New Delhi, Feb 5: UN Inter-Governmental .. http://oohja.com/x6rDp",1,0.6348
5136,"Pachauri insists science behind global warming remains 'totally valid'|New Delhi, Feb 5: UN Inter-Governmental .. http://oohja.com/x6rBu",1,1.0
5137,"What's a Cheap, Easy Way to Curb Climate Change? Seal the Leaks!: PR Web (press release)Newark, NJ (PRWEB) Februa... http://bit.ly/cU9fiD",1,0.6707
5138,Africa And Global Warming|Lagos ? A group called The Africa Group whose spokes person is Ethiopian leader Meles .. http://oohja.com/x6qTB,1,0.6336
5139,Africa: Africa And Global Warming: A group called The Africa Group whose spokes person is Ethiopian l... http://tinyurl.com/y8fzja2 #Africa,1,1.0
5141,@SexyJada770 Yeah it wil be a hell of a snow storm! What happened to global warming? LOL With luck it will by pass NYC ! :),0,0.6657
5142,Officials back climate change science at Delhi talks - BBC News: New Zealand HeraldOfficials back climate change s... http://bit.ly/dAlwZF,1,1.0
5144,Officials defend climate science|Officials at UN-led talks in India insist climate change science is still very .. http://oohja.com/x6qEg,1,1.0
5145,TV ad targets Sen. Barrassos climate stand  http://bit.ly/btPM9s stop global warming,1,0.6462
5146,"Global warming in the hot seat|By Keith Yost STAFF COLUMNIST In November 2009, hackers released of thousands of .. http://oohja.com/x6qsA",0,1.0
5147,"Global warming in the hot seat|By Keith Yost STAFF COLUMNIST In November 2009, hackers released of thousands of .. http://oohja.com/x6qmR",0,0.659
5148,"Climate change a scam to curb global population, Utah legislator says|-- Fact check of HJR12 points: 1. Proposed .. http://oohja.com/x6pZe",0,1.0
5150,"To greens, I was worse than a child abuser ;O http://bit.ly/d2Arav global warming swindle",0,0.7001
5153,"The Global Climate: Yes, Its Still Warming :) climate scientists",1,1.0
5155,Utah lawmaker Mike Noel targets global warming lawsuits|A Utah legislator who is one of the most ardent critics .. http://oohja.com/x6pbm,0,0.6772
5157,#news How to talk to your friends about climate change: I have found solace in the words of Dmitry Orlov and many other http://url4.eu/1JxMp,1,1.0
5158,Video: Fuel for Climate Change Skeptics: The UN's climate chief admitted scientists made mistakes in a major study... http://bit.ly/dyFhdY,0,1.0
5159,This is not good news :( CO2 May Cause Even More Global Warming Than Originally Thought http://bit.ly/7NdFRn #eco #green #globalwarming,1,1.0
5161,Enlisting a drug discovery technique in the battle against global warming|Scientists in Texas are reporting that .. http://oohja.com/x6oUM,1,0.6639
5162,Federal agency denies endangered species protections for tiny pika|Climate change might be hurting some .. http://oohja.com/x6oUC,1,1.0
5163,Pika Denied Protection By U.S. Fish And Wildlife Service: SALT LAKE CITY ' Climate change might be hurting some po... http://bit.ly/asuI2d,1,1.0
5164,RT @lifesizepaprdol: Ensure the Participation of Indigenous Peoples in UN Climate Change Policies: http://is.gd/buDZb,1,1.0
5165,Pika Denied Protection By U.S. Fish And Wildlife Service: SALT LAKE CITY ' Climate change might be hurting some po... http://bit.ly/bXtsH5,1,1.0
5166,Climate change is leading to a decrease in Canada's wolverine population. Which joke to make? http://p-bu.mp/83d,1,1.0
5167,Video: Fuel for Climate Change Skeptics http://bit.ly/92nL1d,0,1.0
5168,"@adrian_bacon By the way, you tweet ""pro"" climate change BS, and you don't care ""one way or the other?""",0,0.6977
5170,"Video: Climate Change Is a Clear and Present Danger: Christopher Field, Ph.D., is the director of the Department o... http://bit.ly/c0gD4x",1,1.0
5172,mixed metaphors from @planetizen: Global Warming? It's All About Land Use http://bit.ly/c8unbr via @drgrist,0,0.5348
5173,50 Tips to reduce Global Warming | Global Warming: 50 Tips to reduce Global Warming Actually we do not require rad... http://bit.ly/dareYR,1,1.0
5175,"Wondering if I am going to get stuck in DC due to the expected 2 feet of snow. Where are you, global warming?? #fb",0,0.6549
5176,http://www.scientificamerican.com/article.cfm?id=green-roof-climate-change-mitigation Sci Amer: Data Supports Green Roof Use,1,0.6721
5177,House committee seeks to keep global warming laws out of Utah|Utah lawmakers want to send a strong message to the .. http://oohja.com/x6nKH,0,1.0
5178,"RT @thejoshuablog: RT @MMFA: Ignoring previous  claims by experts, RedState attacks DHS for citing climate change as national ... http://bit.ly/aXIWtV ( #p2 )",1,0.3434
5179,"Tennis Great Star Billie Jean King encourages everyone to take mass transit, a great way to help fight climate change http://bit.ly/4HQkIJ",1,1.0
5180,RT @zanieladie: East Coast is going to get pounded with snow again. Stupid global warming!,0,0.6673
5181,East Coast is going to get pounded with snow again. Stupid global warming!,0,0.6734
5182,RT @vcnaa: RT @ru2cool2care: New vid on Climate Change & Indigenous Peoples!! http://is.gd/7HOam by @dakotarene @redman0380 Robby Romero,1,1.0
5183,"RT @MMFA: Ignoring previous  claims by experts, RedState attacks DHS for citing climate change as national ... http://bit.ly/aXIWtV ( #p2 )",1,0.672
5184,"Solar Radiation Management: Dr. Strangelove?s Fix for Global Warming|Ever hear of Solar Radiation Management? No, .. http://oohja.com/x6mVY",1,1.0
